"Sl No",Asset Id,Asset Name,"Start Chainage","End Chainage","Length (Km)",District
4768,PW05030201016315,Kanjiramukku Biyyam road,0,2.89,2.89,Malappuram
4769,PW05030203016306,Kadungathukundu - Panampalam Road,0,6.15,6.15,Malappuram
4770,PW05030203016305,Mambra - Parakkallu Road,0,2.3,2.3,Malappuram
4771,PW05030203016307,Tirur - Kuttikalathani Road,0,10.52,10.52,Malappuram
4772,PW05030203016308,Tirunavaya - Kalpakanchery Road,0,8.5,8.5,Malappuram
4773,PW05030201016324,Changarakulam- town road,0,0.46,0.46,Malappuram
4774,PW05030204026309,Kottakkal - Chappanagadi,0,8.8,8.8,Malappuram
4775,PW05030202016323,"Cherukara Muthukurssi Road km0/000 to 6/400",0,6.4,6.4,Malappuram
4776,PW05030202036318,Kumaramputhur-Olippuzha road,16,19.39,3.39,Malappuram
4777,PW05030203016309,Tirur-Chamravattam Road,0,11.6,11.6,Malappuram
4778,PW05030204026311,Kolathur - Malappuram,10,16.06,6.06,Malappuram
4779,PW05030204026312,Palakkad - Mongam,0,4.28,4.28,Malappuram
4780,PW05030203016320,BP Angadi Bypass Road,0,0.8,0.8,Malappuram
4781,PW05030203016319,Moolakkal-Unniyal Road,0,5.6,5.6,Malappuram
4782,PW05030203016318,Tirur-Ettirikkadavu-Paravanna Road,0,3.5,3.5,Malappuram
4783,PW05030203016317,"Alingal-Mangalam-KootayikkadavuRoad",0,3.99,3.99,Malappuram
4784,PW05030203016316,Tanur-Theyyala Road,0,3.06,3.06,Malappuram
4785,PW05030203016315,Tippu Sulthan Road,0,21.3,21.3,Malappuram
4786,PW05030203016314,Puthentheruvu-Vellachal Road,0,4.4,4.4,Malappuram
4787,PW05030203016313,BP Angadi-Kuttippuram Road,0,8.1,8.1,Malappuram
4788,PW05030203016312,"Tirur-Thazhepalam-Railway StationRoad",0,0.65,0.65,Malappuram
4789,PW05030203016311,"Vettichira-Punnathala-MuzhanganiRoad",0,3.2,3.2,Malappuram
4790,PW05030203016310,Chungam-Kuttikalathani Road,0,2,2,Malappuram
4791,PW05030203026314,Kondotty Vazhakad,0,17.1,17.1,Malappuram
4792,PW05030203026313,Pengad Alungal road,0,5.97,5.97,Malappuram
4793,PW05030203026312,Vettukad Olavattoor Mundumuzhi road,0,7.82,7.82,Malappuram
4794,PW05030203026319,Areekode - Vazhakad road,0,9.8,9.8,Malappuram
4795,PW05030204026313,"Athanikkal - Velloor- Alakkad firstreach",0,5,5,Malappuram
4796,PW05030204026310,Pallippadi - Keerankunnu road,0,2,2,Malappuram
4797,PW05030204016307,Manjeri - Olippuzha road,0,13.3,13.3,Malappuram
4798,PW05030203026320,"Pallipuraya - Puthiyedathuparamburoad",0,3.2,3.2,Malappuram
4799,PW05030203026318,"Akkode -Valiyattuthazham -Mundakassery road",0,2.2,2.2,Malappuram
4800,PW05030203026317,"Valillapuzha - Elamaram - Erattamuzhiroad road",0,6.85,6.85,Malappuram
4801,PW05030203026316,Ayikarapadi - Olavattoor Road,0,9.14,9.14,Malappuram
4802,PW05030203026315,"Pulikkal -Chevittanikunnu- Vettukadroad",0,9.9,9.9,Malappuram
4803,PW05030204026314,"Chendi -Kadannamutty - Chunoor -Indainoor",0,6.7,6.7,Malappuram
4804,PW05030203026321,Edavannappara Elamaram road,0,3,3,Malappuram
4805,PW05030204036309,"Mannupadam - Eranhimangad -Athikode - Vettekode Road",0,5.7,5.7,Malappuram
4806,PW05030203026322,Morayur Edapparamb Kizhisseri road,1.7,6.2,4.5,Malappuram
4807,PW05030202026304,Tuvvur Puttamanna,0,9.15,9.15,Malappuram
4808,PW05030204026315,"Morayur - Valancheri - Arimbra -Oorakam - Nediyirippu Harijan colony",0,14.1,14.1,Malappuram
4809,PW05030203016353,Swagathamadu - Kuruka Road,0,3.1,3.1,Malappuram
4810,PW05030203016352,Tirur Railway Station Road,0,0.39,0.39,Malappuram
4811,PW05030203016321,"Road connecting Tirur Kadalundi Roadand Tippu sulthan Road",0,0.7,0.7,Malappuram
4812,PW05030204026316,"Malappuram Kottappadi bye pass 2ndreach",0,1.11,1.11,Malappuram
4813,PW05030203016322,Beeranchira-Perinthallur Road,0,3.3,3.3,Malappuram
4814,PW05030203016325,Pookayil - Unniyal Road,0,3.3,3.3,Malappuram
4815,PW05030203016326,"Mangattiri - Arikkanchira - ParavannaRoad",0,1.8,1.8,Malappuram
4816,PW05030203016327,Unniyal - Murivazhikkal Road,0,3.32,3.32,Malappuram
4817,PW05030203016328,Pariyapuram - Pachattiri Road,0,2,2,Malappuram
4818,PW05030203016329,Payyanangadi - Tanalur Road,0,4.84,4.84,Malappuram
4819,PW05030203016330,Ozhur - Pandimuttam Road,0,4.2,4.2,Malappuram
4820,PW05030203016331,Uriyamkulam - Railway station Road,0,1.2,1.2,Malappuram
4821,PW05030203016324,Ittilakkal - Theyyala Road,0,5.5,5.5,Malappuram
4822,PW05030203016332,Mangalam - Maravantha Road,0,4,4,Malappuram
4823,PW05030203016333,Chamravattom - Purathur Road,0,3.61,3.61,Malappuram
4824,PW05030203016334,Alathiyoor - Pallikkadavu Road,0,8.9,8.9,Malappuram
4825,PW05030203016335,Athanikkal - Theyyala Road,0,6.5,6.5,Malappuram
4826,PW05030203016336,Tirur Ring Road,0,0.64,0.64,Malappuram
4827,PW05030203016337,Vettichira - Kattilangadi Road,0,5,5,Malappuram
4828,PW05030203016338,"Alinchuvadu - Thevarkadappuram -Vakkad Road",0,4,4,Malappuram
4829,PW05030203016339,Kallingal - Dhamodharanpadi Road,0,0.82,0.82,Malappuram
4830,PW05030203016340,Sramadanam - Pazhamkulangara Road,0,1.7,1.7,Malappuram
4831,PW05030203016341,"Chottur - Mattummal high school -Vettichira Road",0,2.4,2.4,Malappuram
4832,PW05030203016323,Patternadakkavu - Kanjippura Road,0,5.8,5.8,Malappuram
4833,PW05030204036318,Chungathara Kaipini Erumamunda,0,10,10,Malappuram
4834,PW05030202026310,"Parakkulam - Kuttumunda - SanthiNagar Road",0,3.3,3.3,Malappuram
4835,PW05030203016342,Patternadakkavu-Ezhur Road,0,8.45,8.45,Malappuram
4836,PW05030203026323,Old kozhikode palakkad road,27.6,29.05,1.45,Malappuram
4837,PW05030204026317,"Musliyarangadi-Moochikkundu-N.HColony Cheruppadi road",0,8,8,Malappuram
4838,PW05030204026318,"Nelloliparamba ChengotturKattungachola",0,3.2,3.2,Malappuram
4839,PW05030204026319,Link road to Ummathur Kadavu bridge,0,1,1,Malappuram
4840,PW05030204016312,"Pulpetta-Unity women���s College-Alukka",0,4.1,4.1,Malappuram
4841,PW05030204016313,"Kavanur - Thrippanachi - MongamRoad",0,8,8,Malappuram
4842,PW05030204016309,Perakamanna-Kuzhiyamparamba road,0,10.8,10.8,Malappuram
4843,PW05030204016310,Irivetty-Amayur road,0,4.2,4.2,Malappuram
4844,PW05030204016311,"Mundengara-Pullippadam-Odayikkal-Veettikkunnu Road",0,15.35,15.35,Malappuram
4845,PW05030201026324,Kolamangalam -Karekad,0,9.96,9.96,Malappuram
4846,PW05030203026331,Ponnad - Vazhakkad Road,0,3.3,3.3,Malappuram
4847,PW05030203026324,Murivazhikkal - Vallikkad Road,0,3.13,3.13,Malappuram
4848,PW05030203026325,"Vadakkeparamba - Poothuvettippara -Mundukkulam Road",0,5.5,5.5,Malappuram
4849,PW05030203026326,"Morayur - Ozhukur - EkkaparambaRoad",0,5.6,5.6,Malappuram
4850,PW05030203026327,"Kadungallur - Vilayil - ChaliyappuramRoad",0,7.96,7.96,Malappuram
4851,PW05030203026337,Omanoor - Kuzhimanna Road,0,9.3,9.3,Malappuram
4852,PW05030203026328,"Idimuzhikkal - Agrasala - ParakkadavuRoad (Reach II)",0,4.07,4.07,Malappuram
4853,PW05030203026329,Villayil - Yatheemkhana Road,0,1.1,1.1,Malappuram
4854,PW05030203026332,Kodangadu - Airport Belt Road,0,1,1,Malappuram
4855,PW05030203026333,"Channayil - Palliyali - MoolottumoolaRoad",0,1.5,1.5,Malappuram
4856,PW05030201026325,Pookkattiry - Edayur,0,5.2,5.2,Malappuram
4857,PW05030201026326,Moodal - Kavumpuram - Kadampuzha,0,10.75,10.75,Malappuram
4858,PW05030201026327,B.P.Angadi - Kuttippuram,8.1,14.03,5.93,Malappuram
4859,PW05030201026301,Variyathpadi - Mankery- Vendalloor,0,5.2,5.2,Malappuram
4860,PW05030201026302,Chungam - Pazhur,0,4.1,4.1,Malappuram
4861,PW05030201026303,"Chengundanpadi - Cheenichode -Palakunnu",0,6,6,Malappuram
4862,PW05030201026304,"Old NH 17- Kuttippuram NH Jn km318/200 to 318/455",318.2,318.46,0.26,Malappuram
4863,PW05030203026335,Healthcentre - Chakkumpoola Road,0,2.5,2.5,Malappuram
4864,PW05030201026328,Valanchery-Thiruvegappura,0,5.03,5.03,Malappuram
4865,PW05030201026318,Kalady-Anakkara,0,3.6,3.6,Malappuram
4866,PW05030201026319,Manoor-Chekannur,0,2.2,2.2,Malappuram
4867,PW05030201026316,Nadakkavu-Nariparamba,0,6.19,6.19,Malappuram
4868,PW05030201026317,Chalissery-Valayamkulam,1.6,4.45,2.85,Malappuram
4869,PW05030201026322,Naduvattom-Thannerkode,0,2.9,2.9,Malappuram
4870,PW05030201026321,Link Pookkattiri Railway Station road,0,7.7,7.7,Malappuram
4871,PW05030201026320,Kolikkara-Kokkur,0,2.15,2.15,Malappuram
4872,PW05030201026305,Kanjippura-Kadampuzha-Vattaparamb,0,3.1,3.1,Malappuram
4873,PW05030201026306,"Kanchippura-Koottarmadom-Pallikandam",0,1.6,1.6,Malappuram
4874,PW05030201026308,Vettichira-Chelakuth-Randathani,0,5.15,5.15,Malappuram
4875,PW05030201026307,Vettichira-Kadampuzha-Koottilangadi,0,6.8,6.8,Malappuram
4876,PW05030201026309,Yarathinkal-Majeedkundu road,0,3.6,3.6,Malappuram
4877,PW05030201026310,PH Centre Mukkilapeedika,0,7.75,7.75,Malappuram
4878,PW05030201026311,PH Centre-Mukkilapeedika Branch,0,1.29,1.29,Malappuram
4879,PW05030201026312,Chembi-Parithi,0,4.59,4.59,Malappuram
4880,PW05030203036338,Chelari - Olakara - Peruvallur road,0,7.2,7.2,Malappuram
4881,PW05030201026313,"Kannamkulam-Kannankadavu-Mukkilapeedika road",0,9.13,9.13,Malappuram
4882,PW05030201026314,"Changaramkulam-Kakkidippuram-Kuttippala-Unni Namboothiri Road",0,6.3,6.3,Malappuram
4883,PW05030201026315,"Parithi-Vattoliparamba- Koodakkad-Spinning Mill road",0,2.35,2.35,Malappuram
4884,PW05030201016311,Changaramkulam Cheravallur road,0,6,6,Malappuram
4885,PW05030203026336,Valappumkundu - pullancheri Road,0,1.6,1.6,Malappuram
4886,PW05030204026329,Vattaparamba - Kadampuzha,0,6.82,6.82,Malappuram
4887,PW05030204026330,Akkapparamba - Kottappuram,0,3,3,Malappuram
4888,PW05030204026331,"Akkaparamba - Kadannamutty -Kadampuzha",0,5,5,Malappuram
4889,PW05030204026332,"Kottakkal - Kottappadi ( Kovilakamroad )",0,2.07,2.07,Malappuram
4890,PW05030204026345,"Mullampara-Konikkallu-IrumpuzhiRoad",0,6,6,Malappuram
4891,PW05030204026353,Arimbra - Musliarangadi road,0,2.6,2.6,Malappuram
4892,PW05030204026340,Puliyettummal - Poolappees road,0,3.6,3.6,Malappuram
4893,PW05030204026334,Karathodu-Pullikallu-Cherur,0,5.3,5.3,Malappuram
4894,PW05030204026355,Athikarithodi-Kuttaloor Ist reach road,0,6.28,6.28,Malappuram
4895,PW05030204026336,Koottilangadi-Vallikapatta,0,7,7,Malappuram
4896,PW05030204026341,"Padinjattumuri - Kanjeerolpadi -Muthuvaliparamba road",0,1.9,1.9,Malappuram
4897,PW05030204026339,"Oorakam-Naduvakkad-Nediyiruppuroad",0,4,4,Malappuram
4898,PW05030204026337,"Kottoor-Pathayakkallu-MaravattamRoad",0,6,6,Malappuram
4899,PW05030204026338,Cherur-Kilinakode-Parakkaanni Road,0,4.55,4.55,Malappuram
4900,PW05030204016320,Manjeri - Pookottur road,0,8.1,8.1,Malappuram
4901,PW05030203036328,Trikkulam-Theyyala road,0,7.8,7.8,Malappuram
4902,PW05030203016354,Mangattiri - Pookaitha - Pullooni Road,0,5.8,5.8,Malappuram
4903,PW05030204026342,Myladi - Velloor - Arimbra road,0,7.8,7.8,Malappuram
4904,PW05030203016343,Kodakkal - Alathiyoor Road,0,4.07,4.07,Malappuram
4905,PW05030203016344,"Tanur Poorappuzha - Tippu sulthanRoad",0,4,4,Malappuram
4906,PW05030203036327,Thottasseriyara-Valiyaparamba road,0,6.2,6.2,Malappuram
4907,PW05030203016345,"Randathani - Variyathpadi-KurukathaniRoad",0,3.59,3.59,Malappuram
4908,PW05030204026356,Panayi-Perimbalam -Anakkayam Road,0,4.5,4.5,Malappuram
4909,PW05030203016346,Kuttipala - Kozhichina Road,0,3.99,3.99,Malappuram
4910,PW05030203016347,Vailathur - Kozhichina Road,0,5.66,5.66,Malappuram
4911,PW05030203036326,Chettippadi-Alungal beach road,0,0.96,0.96,Malappuram
4912,PW05030203016348,Kadungathukundu - Edarikkode Road,0,5.82,5.82,Malappuram
4913,PW05030203036325,"Thottasseriyara-Nediyirupp-Harijancolany road",0,6.5,6.5,Malappuram
4914,PW05030203016349,Kolupalam - Mukkilapeedika Road,0,1.6,1.6,Malappuram
4915,PW05030203036324,Palathingal-Newcut road,0,1.7,1.7,Malappuram
4916,PW05030204026344,"Munduparamba-Chennath -MelmuriMaryad road (First reach)",0,2,2,Malappuram
4917,PW05030203016350,Tirur Kadalundi Road,0,14,14,Malappuram
4918,PW05030204026358,"Munduparamba-Chennath -MelmuriMaryad road (Second reach)",0,5,5,Malappuram
4919,PW05030203016351,"Tirur - Ponmundam Bypass Road IV thReach",0,1.52,1.52,Malappuram
4920,PW05030203036340,"Anchappura-Ottummal-Chappappadiroad",0,0.95,0.95,Malappuram
4921,PW05030203036339,Parappanangadi-Parakkadavu road,0,5.55,5.55,Malappuram
4922,PW05030203036330,Vengara-Kunnumpuram road,0,7.74,7.74,Malappuram
4923,PW05030203036331,Muttichira-Karyad road,0,4,4,Malappuram
4924,PW05030203036341,Vengara-Achanambalam road,0,3.45,3.45,Malappuram
4925,PW05030203036329,Chelari-Mathapuzha road,0,3.28,3.28,Malappuram
4926,PW05030203036332,University-Parambilpeedika road,0,4.96,4.96,Malappuram
4927,PW05030203036342,Kadalundi-Chettiyarmadu road,0,8.5,8.5,Malappuram
4928,PW05030203036333,Edarikode-Parappur-Vengara road,0,5.7,5.7,Malappuram
4929,PW05030203036335,Edarikode-Puthupparamba road,0,4.7,4.7,Malappuram
4930,PW05030203036344,"Kodakkad-Vallikunnu Railway stationroad",0,2.7,2.7,Malappuram
4931,PW05030203036334,Manhammad kadavu Approach road,0,1.5,1.5,Malappuram
4932,PW05030203036343,Vallikkunnu Tippusulthan road,0,4.3,4.3,Malappuram
4933,PW05030204016363,Cherukulam - Pelepuram - Pathiriyal,0,8.25,8.25,Malappuram
4934,PW05030204026359,"Karaparamba-Pookkalathur- Mongamroad",0,7.3,7.3,Malappuram
4935,PW05030204026360,Nediyirippu Harijan Colony Road,0,4.8,4.8,Malappuram
4936,PW05030204016360,Kuttippara - Cherukode road,0,11.5,11.5,Malappuram
4937,PW05030204016358,Anakkayam - Oruvambram road,0,12.2,12.2,Malappuram
4938,PW05030204016350,Anakkayam - Oruvambram Link road,0,3.2,3.2,Malappuram
4939,PW05030204016361,Anakkayam Bridge Approach road,0,0.7,0.7,Malappuram
4940,PW05030204016362,Anakkayam Ferry road,0,0.6,0.6,Malappuram
4941,PW05030204016356,"Kattungachola - Pilakkal - Puzhamkavuroad",0,7.9,7.9,Malappuram
4942,PW05030204016355,"Cherani-Mangalasseri-Koomankulamroad",0,2.98,2.98,Malappuram
4943,PW05030204016351,Thottumukkam - Vettilapara,0,3.9,3.9,Malappuram
4944,PW05030204016357,Manjeri Elankur Wandoor road,0,14.56,14.56,Malappuram
4945,PW05030204016359,Cherani-pannippara road,0,12.2,12.2,Malappuram
4946,PW05030204016346,Pilakkal - Stadium Complex road,0,1.2,1.2,Malappuram
4947,PW05030204016315,Manjeri-Taluk office road,0,0.36,0.36,Malappuram
4948,PW05030204016316,Manjeri NSS college road,0,1.4,1.4,Malappuram
4949,PW05030204016317,TB road Manjeri,0,0.32,0.32,Malappuram
4950,PW05030204016314,Kizhuparamba - Nellarkadavu road,0,3.8,3.8,Malappuram
4951,PW05030204016319,"Kuttooli- Edakandipatta- Pannikoderoad",0,3.6,3.6,Malappuram
4952,PW05030204016318,Manjeri-Kizhisseri road,0,15.04,15.04,Malappuram
4953,PW05030204016339,Palakkathodu-Koottavil-Elayur road,0,4.55,4.55,Malappuram
4954,PW05030204016345,Cheenikkamanna - Stadium road,0,1.16,1.16,Malappuram
4955,PW05030204016338,Thudiyanmala - Kodasseri road,0,5,5,Malappuram
4956,PW05030204016337,"Valluvambram - Valamangalam -Pookolathur road",0,4.8,4.8,Malappuram
4957,PW05030204016344,"Malamkulam - Cheramkuth -Cherukulam road",0,7,7,Malappuram
4958,PW05030204016333,Alumkunnu - Narukara road,0,2.5,2.5,Malappuram
4959,PW05030204016334,Nariyattupara - Nenmini Church road,0,3.5,3.5,Malappuram
4960,PW05030204016335,"Pookottuchola - Mathakkode -Puliyakkode road",0,4.3,4.3,Malappuram
4961,PW05030204016340,"Link road connecting KNG andEdavanna-Thiruvali road",0,0.28,0.28,Malappuram
4962,PW05030204016341,"Therattammal- vadakkumuri -Odakkayam road",0,12,12,Malappuram
4963,PW05030204016347,Valorungal-Chulli - Harijan colony road,0,2.56,2.56,Malappuram
4964,PW05030204016342,"Mylonkara-Santhipuram-Padikkalluroad",0,2.6,2.6,Malappuram
4965,PW05030204016336,"poovathikkal - kallaratti- EastVadakkumuri - Vazhikkadavu -",0,5,5,Malappuram
4966,PW05030204016343,Vadakkumuri - Thottumukkam road,0,1.8,1.8,Malappuram
4967,PW05030204016324,"Kinaradappan-Panampilavu-Peedikappara road",0,8.27,8.27,Malappuram
4968,PW05030204016322,"Koonoorkandi-Marathode-Peedikappara road",0,3.9,3.9,Malappuram
4969,PW05030204016321,Areekode MSP camp road,0,0.8,0.8,Malappuram
4970,PW05030204016325,"Moorkanad - Mythra - Valiyaventekroad",0,11.2,11.2,Malappuram
4971,PW05030204016327,Tharayittal-Kakkathode-Kavannur road,0,1.5,1.5,Malappuram
4972,PW05030204016323,Kottaram - Pilakkal Road,0,0.5,0.5,Malappuram
4973,PW05030204016326,Poovathikandi-Ummarappara road,0,1.98,1.98,Malappuram
4974,PW05030204016328,"Othayi -Pulliyilpara- KizhakkeChathallur and Pulliyilpara - Padinhare",0,5.16,5.16,Malappuram
4975,PW05030204016329,Thrikkalayur-Kallayi road,0,0.95,0.95,Malappuram
4976,PW05030204016330,"Edasserikadavu-Pazhamparambu-Cheruvadi road",0,3.2,3.2,Malappuram
4977,PW05030204026346,"Athanikkal-Velloor-Alakkad-Thadapparamba (Second reach)",0,1.3,1.3,Malappuram
4978,PW05030204016331,Odakkayam - Rubipalli,0,4.25,4.25,Malappuram
4979,PW05030203036337,Mamburam Bye pass road,0,1.6,1.6,Malappuram
4980,PW05030204016332,Kunnikkal - valayakkode,0,0.86,0.86,Malappuram
4981,PW05030204026347,"Malppuram -parappanagadi bye passroad",0,0.75,0.75,Malappuram
4982,PW05030204026348,"Karathodu - Kottumala Parakkadavu -Kottumala paramaba road",0,4,4,Malappuram
4983,PW05030204026349,Ahamed Kurikkal Road,0,0.81,0.81,Malappuram
4984,PW05030204026351,Jubilee Road,0,0.37,0.37,Malappuram
4985,PW05030204026352,"Melmuri-Munduparamba-Koottilangadi Road bye pass 2nd reach",0,2.13,2.13,Malappuram
4986,PW05030204026350,"Hajiarpalli - Muthuvathparamba -Karathodu road",0,2.8,2.8,Malappuram
4987,PW05030204026343,Athikarithodi-Kutaloor Road 2nd Reach,0,5.66,5.66,Malappuram
4988,PW05030204026335,Othukkungal-Panakkad Road,0,3.77,3.77,Malappuram
4989,PW05030204026328,Udharani-Villoor-Kooryad Road-,0,4,4,Malappuram
4990,PW05030204026323,Irumbuzhi-Melmuri road,0,5.2,5.2,Malappuram
4991,PW05030204026324,Kottakkal Arya vydya sala Road,0,0.77,0.77,Malappuram
4992,PW05030204026327,"Melmuri -MunduparambaKootilangadi bye pass road I st reach",0,1.08,1.08,Malappuram
4993,PW05030204026326,"Chappanagadi-Indianoor- Kottakkalroad",0,6.66,6.66,Malappuram
4994,PW05030204026322,Kottakkal - Ampara - Kadampuzha road,0,7.5,7.5,Malappuram
4995,PW05030204026320,Mannazhi-Chengottoor Road,0,0.95,0.95,Malappuram
4996,PW05030204026321,"Othukkungal-Cherukunnu-Arichole-Anole road",0,2.7,2.7,Malappuram
4997,PW05030201026329,"Kadampuzha -Pathayakallu -Cherumattamkuzhi Mayiladi Road",0,6,6,Malappuram
4998,PW05030201026331,"B.P. Angadi -Kuttippuram -Malloorkadavu",0,0.9,0.9,Malappuram
4999,PW05030201026330,"Poovanchira - MES school -Punnachala Chullikkadu - Chettiyaram -",0,2.25,2.25,Malappuram
5000,PW05030203036346,Kuzhippuram - Atteeri - Kottakkal road,0,2.68,2.68,Malappuram
5001,PW05030203036345,Velliyamburam-Kunnumpuram road,0,1.67,1.67,Malappuram
5002,PW05030201026332,Moodal - Kanchippura Bypass Road,0,6,6,Malappuram
5003,PW05030203026340,Kizhisseri -Teacherpadi road,0,3.35,3.35,Malappuram
5004,PW05030203026339,Kottappuram High School road,0,2,2,Malappuram
5005,PW05030203026341,Pallimukku - Kizhisseri road,0,2.4,2.4,Malappuram
5006,PW05030203016355,Pathampad-Vattathani,0,2,2,Malappuram
5007,PW05030204026362,"Munduparamba - Anakkallungal -Melmuri - Parambattukavu road",0,3,3,Malappuram
5008,PW05030204026363,Chirayil - Chungam- Kattasseri road,0,3.6,3.6,Malappuram
5009,PW05030204016364,"Pathanapuram - Moorkkanad -Edavanna road",0,13,13,Malappuram
5010,PW05010404016305,"Karuvalil - Kannattumudi Road(Eravankara Riots)",0,2.628,2.628,Malappuram
5011,PW424630008,Kodanadu Bridge Approach Road,0,0.65,0.65,Malappuram
5012,PW424630009,Vazahyila Pallimukku Road,0,2,2,Malappuram
5013,PW424630010,"Old Ettumanoor -Poonjar Road-Erattupetta-Kaduvamuzhi",0,0.21,0.21,Malappuram
5014,PW424630011,"Old Ettumanoor- Poonjar Road-Marygiri Junction - Bharanganam",0,0.12,0.12,Malappuram
5015,PW424630012,"Old Ettumanoor-Poonjar Road-Melambara",0,0.3,0.3,Malappuram
5016,PW05010301026340,Kurishinmoodu-Kottipillethu road,0,7.2,7.2,Malappuram
5017,PW424630013,Aylara - Ernoorkarikkam - Manalil road,0,5.1,5.1,Malappuram
5018,PW05010301026323,"Konni - SCR Station Medical CollegePhase -1 Road",0,4.7,4.7,Malappuram
5019,PW424630014,"Link road connecting Pala KurishupallyJunction to River View Road",0,0.07,0.07,Malappuram
5020,PW424630015,"Kalkoonthal Mavady KailassamMullarikudy Road",0,12.6,12.6,Malappuram
5021,PW424630007,"Panachamoodu PanchamkuzhiMullaluvila",0,4,4,Malappuram
5022,PW424630006,Kuthirakulam - Vellanad,0,9,9,Malappuram
5023,PW05030203026330,Peringavu - Kottupadam Road,0,0.7,0.7,Malappuram
5024,PW424630002,"Sulthan Bathery -Karakandi-Valluvady-Odappallam Road",1.8,12.5,10.7,Malappuram
5025,PW424630005,Malayinkeezhu- Manjadi road,0,2,2,Malappuram
5026,PW05010303016321,"Kadayar - Puthen SabarimalaPuthezham",0,2.6,2.6,Malappuram
5027,PW05030203026338,Chirayil chungam - Kottasseri road,0,3.4,3.4,Malappuram
5028,PW424630004,Puliyarakonam - Erayankode road,0,2,2,Malappuram
5029,PW424630003,Chinnakanal Bodimettu via Suryanalli,0,15.3,15.3,Malappuram
5030,PW05030203026308,"Mangattumuri-Cherumuttam-Valiyaparamba road",0,3.33,3.33,Malappuram
5031,PW424630001,Maruthenkuzhy PTP,0,1,1,Malappuram
5032,PW05030302046313,"Thiruvambady-Thambalamanna-Kodanchery- Puthuppadi road",0,3.8,3.8,KKD
5033,PW05030302046315,"Omassery-Thottathinkadavu-Thiruvambady road",0,4.64,4.64,KKD
5034,PW05030302046312,Kallanpullu-Thampurankolly,0,2,2,KKD
5035,PW05030302046317,Punnakkal-Urumi Road,0,2.25,2.25,KKD
